price,title,net_m2,room_count,total_floor,floor,heating,property_type,brut_m2,age,due_monthly,in_site,balcony_count,living_room_m2
10.200TL,samsun i̇lkadim kadi̇fekale mahallesi̇nde depozi̇tosuz sifir yapili sobali 3+1 ki̇ralik dai̇re,105 M2,3+1,3,Düz Giriş (Zemin),Sobalı,Boş,110 M2,21 Ve Üzeri,,Hayır,,
10.000TL,çamlicadan atakum mi̇mar si̇nan evleri̇nde ki̇ralik dai̇re,135 M2,3+1,10,1.Kat,Kombi Doğalgaz,,150 M2,5-10,,Evet,,
12.000TL,samsun si̇bel den atakum ci̇ty mall yakininda eşyali 2. kat 3+1 ki̇ralik dai̇re,120 M2,3+1,5,2.Kat,Kombi Doğalgaz,,140 M2,21 Ve Üzeri,,Hayır,,
450TL,akdur dan canik te ki̇ralik 3+1,110 M2,3+1,5,2.Kat,Kombi Doğalgaz,Boş,120 M2,21 Ve Üzeri,,Hayır,,
300TL,buti̇k gayri̇menkul'den burcu kent si̇tesi̇nden ki̇ralik dai̇re,150 M2,3+1,10,2.Kat,Merkezi Doğalgaz,Boş,165 M2,11-15,,Evet,,
4.500TL,körfez pamuklu bulvarina cephe sifir ki̇ralik 1+1,50 M2,1+1,4,1.Kat,Kombi Doğalgaz,Boş,60 M2,1,,Hayır,,
13.000TLarrow_downward%10,yeni̇mahalle bulvara cephe ki̇ralik 2+1 dai̇re,80 M2,2+1,10,Düz Giriş (Zemin),Merkezi (Pay Ölçer),Boş,90 M2,5-10,,Hayır,,
22.500TLarrow_downward%10,keller wi̇lli̇ams den atakum körfez'de kiralık eşyalı 1+1 daire,50 M2,1+1,5,2.Kat,Kombi Doğalgaz,,55 M2,4,,Hayır,,
7.000TL,evi̇m-nur'dan zafer mh 2+1 90m2 ki̇ralik dai̇re,90 M2,2+1,3,2.Kat,Kombi Doğalgaz,Boş,100 M2,16-20,,Hayır,1,
16.500TL,samsun i̇lkadim ki̇rec tepe muhsi̇n yazicioğlu parkinin karşisi ki̇ralik dai̇re,100 M2,2+1,5,Düz Giriş (Zemin),Kombi Doğalgaz,,110 M2,21 Ve Üzeri,,Hayır,,
7.500TL,eski̇ firin arkasinda si̇te i̇çi̇nde eşyali ki̇ralik 1+1 dai̇re,50 M2,1+1,4,1.Kat,Kombi Doğalgaz,,60 M2,4,200 TL,Hayır,,
9.000TL,samsun i̇lkadim rasathane mahallesi̇nde ara kat doğalgazli merkezi̇ konumda 3+1 ki̇ralik dai̇re,120 M2,3+1,5,2.Kat,Kombi Doğalgaz,Boş,130 M2,21 Ve Üzeri,,Hayır,,
9.750TL,"çi̇ftli̇k - efes pastanesi̇ yakini, 85 m2, 2+1, doğalgazli full eşyali dai̇re",80 M2,2+1,3,3.Kat,Kombi Doğalgaz,Eşyalı,85 M2,21 Ve Üzeri,,Hayır,,
10.000TL,akdur'dan ki̇ralik dai̇re,140 M2,3+1,5,3.Kat,Kombi Doğalgaz,,150 M2,21 Ve Üzeri,150 TL,Hayır,,
6.000TL,i̇lkadim reşadi̇ye mahallesi̇nde ki̇ralik dai̇re,75 M2,2+1,5,Düz Giriş (Zemin),Kombi Doğalgaz,,80 M2,21 Ve Üzeri,,Hayır,1,
12.500TL,atakum i̇ncesu da deni̇z manzarali sifir 1+1,50 M2,1+1,5,2.Kat,Kombi Doğalgaz,Boş,55 M2,0 (Yeni),200 TL,Hayır,1,30 M2
8.000TL,cağaloğlu bulv. altinda merkezi̇ konumda ki̇ralik 1+1 dai̇re.,45 M2,1+1,5,5.Kat,Kombi Doğalgaz,,55 M2,0 (Yeni),,Hayır,,
9.000TL,mrz gayri̇menkul'den körfez'de ki̇ralik eşyasiz lüks 1+1 dai̇reler,55 M2,1+1,4,1.Kat,Kombi Doğalgaz,Boş,60 M2,0 (Yeni),,Hayır,,
6.500TL,gürbüz cami̇i̇ karşi arasi 2+1 kombi̇li̇ ki̇ralik dai̇re,80 M2,2+1,5,Yüksek Giriş,Kombi Doğalgaz,,90 M2,21 Ve Üzeri,,Hayır,,
8.000TL,buti̇k gayrimenkülden kiralik dai̇re,187 M2,4+1,5,Kot 3 (-3).Kat,Kombi Doğalgaz,Boş,220 M2,2,,Hayır,,
7.500TL,truva'dan panorami̇k manzarali ki̇ralik 1+1 lüks dai̇reler,60 M2,1+1,6,6.Kat,Kombi Doğalgaz,,65 M2,1,,Hayır,1,
12.500TL,atakum ömürevleri̇nde öğrenci̇lere özel ki̇ralik lüks pansi̇yon odasi 4750 tl,115 M2,3+1,5,Kot 3 (-3).Kat,Kombi Doğalgaz,,135 M2,16-20,,Hayır,,
8.000TL,atakum ömürevleri̇nde öğrenci̇lere özel ki̇ralik lüks pansi̇yon odasi 4500 tl,165 M2,4+1,5,Kot 2 (-2).Kat,Kombi Doğalgaz,,180 M2,16-20,,Hayır,,
6.000TL,atakum ömürevleri̇ tramvay duraği yanin 4 ki̇şi̇li̇k ki̇ralik pansi̇yon odalari 4000 tl,165 M2,4+1,5,3.Kat,Kombi Doğalgaz,,180 M2,16-20,,Hayır,,
20.000TL,deni̇ze sifir eşyali ki̇ralik bahçeli̇ yazlik-vi̇lla,160 M2,3+1,2,Müstakil,Kombi Doğalgaz,,190 M2,21 Ve Üzeri,,Hayır,,
13.000TL,"bahçeli̇evler'de, 90 m2, 2+1, asansörlü doğalgazli dai̇re",85 M2,2+1,5,3.Kat,Kombi Doğalgaz,,90 M2,21 Ve Üzeri,,Hayır,,
4.750TL,mi̇a'dan i̇lkadim kadiköy mahallesi̇nde eşyali ki̇ralik 3+1 dai̇re,125 M2,3+1,4,1.Kat,Kombi Doğalgaz,Eşyalı,130 M2,16-20,100 TL,Hayır,2,
4.500TL,atakum ömürevleri̇nde öğrenci̇lere özel ki̇ralik lüks pansi̇yon odasi 4750 tl,115 M2,3+1,5,3.Kat,Kombi Doğalgaz,,125 M2,16-20,,Hayır,,
4.000TL,sahibinden kiralık 4+1,129 M2,4+1,3,3.Kat,Merkezi Doğalgaz,,140 M2,16-20,0 TL,Hayır,3,
40.000TL,öğrenci̇ler atakum daki̇ evi̇ni̇zi̇ önce geli̇n-gezi̇n-görün kararinizi öyle veri̇n,120 M2,3+1,5,3.Kat,Kombi Doğalgaz,,135 M2,16-20,,Hayır,,
8.000TLarrow_downward%11,türki̇ş'te günlük ki̇ralik 1+1dai̇reler,65 M2,1+1,2,2.Kat,Kombi Doğalgaz,,75 M2,5-10,,Hayır,,
11.000TL,"samsun atakumda günlük ki̇ralik 1+1dai̇reler(kombi̇;wi̇fi̇,otopark)",65 M2,1+1,2,2.Kat,Kombi Doğalgaz,,75 M2,4,,Hayır,,
3.750TL,🔥gençbay emlak'tan kadi̇fekale mah 2+0 diş cepheli̇ sobali ki̇ralik gi̇ri̇ş kat firsat dai̇re,80 M2,2+0,3,Düz Giriş (Zemin),Sobalı,,95 M2,16-20,25 TL,Hayır,,
8.250TL,samsun i̇lkadim cedi̇t mahallesi̇nde aboneli̇kleri̇ açik 2+1 eşyali ki̇ralik dai̇re,110 M2,2+1,2,2.Kat,Kombi Doğalgaz,Eşyalı,120 M2,21 Ve Üzeri,,Hayır,,
4.750TL,revi̇zyon'dan körfez anayola yakin deni̇z manzarali lüks 1+1 dai̇re,42 M2,1+1,6,5.Kat,Yerden Isıtma,Boş,50 M2,0 (Yeni),200 TL,Hayır,,
400TL,3+1 kiralik esyasiz daire,165 M2,3+1,6,3.Kat,Merkezi (Pay Ölçer),,170 M2,5-10,200 TL,Hayır,,
300TL,44 gayri̇menkul'den lebi̇derya manzarali si̇te i̇çeri̇si̇nde 3+1 dai̇re,155 M2,3+1,15,15.Kat,Kombi Doğalgaz,Boş,185 M2,4,,Evet,,
4.250TL,balac ta full deni̇z manzarali 3+1,150 M2,3+1,10,3.Kat,Merkezi (Pay Ölçer),,185 M2,1,200 TL,Hayır,2,40 M2
10.000TL,3+1 kiralık eşyalı daire,145 M2,3+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,150 M2,0 (Yeni),200 TL,Hayır,,
11.000TL,atakumda ki̇ralik 3+1,130 M2,3+1,5,1.Kat,Kombi Doğalgaz,Boş,150 M2,0 (Yeni),,Hayır,,
13.000TL,korkmaz emlaktan bafra gazi̇osman paşa mahallesi̇nde 2+1 110 m2 full eşyali ki̇ralik dai̇re,100 M2,2+1,4,2.Kat,Kombi Doğalgaz,,110 M2,21 Ve Üzeri,30 TL,Hayır,2,
24.000TL,revi̇zyon semi̇h tiğli'dan deni̇z manzarali 1+1 satilik dai̇re,58 M2,1+1,9,5.Kat,Kombi Doğalgaz,Boş,65 M2,4,175 TL,Hayır,,
35.000TL,44 gayri̇menkulden merkezi̇ konum anadolu hastanesi̇ yani ara kat,125 M2,3+1,5,2.Kat,Kombi Doğalgaz,Boş,145 M2,16-20,,Hayır,,
16.000TL,atakum ömürevleri̇nde öğrenci̇lere özel ki̇ralik lüks pansi̇yon odasi 4750 tl,115 M2,3+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,125 M2,16-20,0 TL,Hayır,,40 M2
8.000TL,korkmaz emlaktan eşyali ki̇ralik 2+1 110 m2 müstaki̇l sobali ev,110 M2,2+1,2,Müstakil,Sobalı,Eşyalı,120 M2,21 Ve Üzeri,,Hayır,1,
1.350.000TL,atakum ömürevleri̇ tramvay duraği yaninda 4 ki̇şi̇li̇k ki̇ralik pansi̇yon odasi 4000 tl,165 M2,4+1,5,3.Kat,Kombi Doğalgaz,,180 M2,16-20,0 TL,Hayır,,40 M2
9.000TLarrow_downward%10,samsun atakum deni̇z ve doğa manzarali ki̇ralik sifir 2+1 dai̇re,81 M2,2+1,5,5.Kat,Kombi Doğalgaz,Boş,100 M2,0 (Yeni),,Hayır,,
4.750TL,havuzlu si̇te i̇çeri̇si̇nde sifir eşyali ki̇ralik 1+1..!,55 M2,1+1,5,4.Kat,Kombi Doğalgaz,Eşyalı,60 M2,0 (Yeni),,Hayır,,
5.000TL,furkan emlak’tan atakum körfez de 1+1 3.kat yerden isitmali sifir ki̇ralik dai̇re,70 M2,1+1,4,3.Kat,Yerden Isıtma,Boş,95 M2,0 (Yeni),0 TL,Hayır,1,
3.000TL,samsun atakum körfez mahallesi̇nde ki̇ralik 1+1,50 M2,1+1,5,Yüksek Giriş,Kombi Doğalgaz,,60 M2,1,150 TL,Hayır,,
12.000TL,körfez mahallesi̇nde ki̇ralik 1+1 sifir eşyali / sifir dai̇re,35 M2,1+1,5,5.Kat,Kombi Doğalgaz,Eşyalı,42 M2,0 (Yeni),,Hayır,,
10.000TL,ki̇ralik dai̇re terme cad. özcanlar fi̇ri̇n karşisinda doğalgazli,125 M2,3+1,6,2.Kat,Kombi Doğalgaz,,130 M2,11-15,,Hayır,,
10.000TL,samsun i̇lkadim sai̇tbey mahallesi̇nde bulvara yürüme mesafesi̇nde eşyali 1+1 ki̇ralik dai̇re,80 M2,1+1,3,3.Kat,Kombi Doğalgaz,Eşyalı,90 M2,21 Ve Üzeri,,Hayır,,
6.500TL,atakum alanli'da 2+1 ki̇ralik sifir dai̇re,80 M2,2+1,5,Yüksek Giriş,Kombi Doğalgaz,Boş,90 M2,0 (Yeni),,Hayır,,
10.000TL,samsun atakum esenevlerde tramvaya yürüme mesafesi̇nde 1+1 ki̇ralik sifir dai̇re,45 M2,1+1,3,Yüksek Giriş,Kombi Doğalgaz,Boş,55 M2,0 (Yeni),,Hayır,,
8.000TL,samsun i̇lkadim hürri̇yet mahallesi̇nde doğalgazli masrafsiz 2+0 ki̇ralik dai̇re,70 M2,2+0,4,4.Kat,Kombi Doğalgaz,Boş,80 M2,21 Ve Üzeri,,Hayır,,
8.500TL,samsun atakum körfezde esyali 3+1 1.kat,130 M2,3+1,5,1.Kat,Kombi Doğalgaz,Eşyalı,145 M2,16-20,,Hayır,,
8.000TL,atakum esenevler mahallesi̇'nde ki̇ralik dai̇re,90 M2,2+1,6,3.Kat,Kombi Doğalgaz,Boş,95 M2,11-15,,Hayır,2,
6.500TL,atakumda sifir sahi̇le yakin arakat ki̇ralik 2+1 dai̇re,75 M2,2+1,4,3.Kat,Kombi Doğalgaz,Boş,85 M2,0 (Yeni),,Hayır,,
15.500TL,gülhan gayri̇menkul'den soho si̇tesi̇nde 4+1 ki̇ralik dai̇re,180 M2,4+1,10,5.Kat,Kombi Doğalgaz,Boş,200 M2,0 (Yeni),,Hayır,2,
16.000TL,beşyıldız gayrimenkul den kiralık 1+1 daire,50 M2,1+1,6,3.Kat,Kombi Doğalgaz,Boş,55 M2,5-10,80 TL,Hayır,2,
32.000TL,ki̇ralik dai̇re doğalgazli. i̇ci̇ yapali,125 M2,2+1,4,Yüksek Giriş,Kombi Doğalgaz,,135 M2,5-10,,Hayır,,
8.000TL,"56'lar, uğur mumcu parki yakini, balkonlu, doğalgazli 90 m2, 2+1 temi̇z dai̇re",85 M2,2+1,5,4.Kat,Kombi Doğalgaz,,90 M2,21 Ve Üzeri,,Hayır,2,
7.000TLarrow_downward%7,atakent güzelyali da ki̇ralik 3+1 dai̇re,140 M2,3+1,5,2.Kat,Kombi Doğalgaz,Boş,150 M2,11-15,,Hayır,,
12.000TL,samsun i̇lkadim hançerli̇ mahallesi̇nde asansörlü 3+1 ki̇ralik dai̇re,125 M2,3+1,10,7.Kat,Kombi Doğalgaz,Boş,135 M2,21 Ve Üzeri,,Hayır,,
15.000TLarrow_downward%6,3+1 kiralık esyasız daire,150 M2,3+1,8,8.Kat,Kombi Doğalgaz,,160 M2,5-10,150 TL,Hayır,2,
10.000TL,uygun samsun atakum cumhuri̇yet mah.full eşyali ki̇ralik 4. kat 3+1 tramvaya yani ve cuma pazari i̇çi̇,115 M2,3+1,5,4.Kat,Kombi Doğalgaz,Eşyalı,130 M2,5-10,100 TL,Hayır,,
15.000TL,uygun samsun atakum cumhuri̇yet mah.full eşyali ki̇ralik 4. kat 3+1 tramvaya yani ve cuma pazari i̇çi̇,115 M2,3+1,5,4.Kat,Kombi Doğalgaz,Eşyalı,130 M2,5-10,100 TL,Hayır,,
20.000TL,sahibinden sahi̇bi̇nden gazi̇ hastanesi̇ne 10 daki̇ka mesafede ki̇ralik dai̇re,75 M2,2+1,5,Yüksek Giriş,Kombi Doğalgaz,,80 M2,5-10,,Hayır,,
7.000TL,evi̇m-nur’dan bahçeli̇evler mh 2+1 bahçe kat i̇çi̇ yapili doğalgazli ki̇ralik dai̇re,90 M2,2+1,4,Bahçe Katı,Kombi Doğalgaz,,100 M2,21 Ve Üzeri,,Hayır,,
6.000TLarrow_downward%8,atakum i̇ncesu da full eşyali sifir dai̇re,50 M2,1+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,55 M2,0 (Yeni),100 TL,Hayır,1,
10.000TL,100.yil bulvarinda pi̇azza arkasinda 2+1 terasli yeni̇ dai̇re,110 M2,2+1,9,1.Kat,Kombi Doğalgaz,Boş,120 M2,2,,Hayır,1,
15.000TLarrow_downward%12,samsun sahi̇lde 1+0 -1+1 ve jakuzi̇li̇ günlük -haftalik -aylik dai̇reler,45 M2,1+1,4,2.Kat,Kombi Doğalgaz,Eşyalı,50 M2,5-10,,Hayır,,
299TL,samsun ki̇razlik keri̇mbey mevki̇i̇nde ki̇ralik vi̇lla ti̇pi̇ ultra lüks eşyali konut,250 M2,4+1,2,2.Kat,Klimalı,Eşyalı,300 M2,16-20,,Hayır,,
20.000TL,gülhan gayri̇menkul'den i̇ncesu'da ki̇ralik 1+1 dai̇re,55 M2,1+1,5,2.Kat,Kombi Doğalgaz,Boş,60 M2,0 (Yeni),,Hayır,,
9.000TL,görgülü emlaktan atakum yeni̇ mh. ki̇ralik lüx dai̇reler,118 M2,2+1,5,5.Kat,Merkezi Doğalgaz,,130 M2,0 (Yeni),200 TL,Hayır,1,
15.500TL,gülhan gayri̇menkul'den küçük kolpinar 'da ki̇ralik 3+1 dai̇re,110 M2,3+1,5,1.Kat,Kombi Doğalgaz,Boş,130 M2,0 (Yeni),,Hayır,,
22.500TL,samsun 56'lar da ki̇ralik 1+1 dai̇re,60 M2,1+1,6,Yüksek Giriş,Sobalı,,80 M2,21 Ve Üzeri,,Hayır,,
5.000TL,atakum'da ki̇ralik geni̇ş lüks 1+1 dai̇re,60 M2,1+1,3,2.Kat,Yerden Isıtma,Boş,65 M2,0 (Yeni),,Hayır,,
8.500TL,beş yildiz emlak'tan atakum yeni̇mahallede ki̇ralik 1+1 dai̇re,50 M2,1+1,8,6.Kat,Kombi Doğalgaz,Boş,55 M2,2,150 TL,Hayır,1,
10.000TL,düzgün'den atakent anayola cephe ki̇ralik 2+1 ofi̇s,70 M2,2+1,6,2.Kat,Kombi Doğalgaz,Boş,80 M2,0 (Yeni),,Hayır,,
20.000TL,💥yayla gayri̇menkulden durusehir tokide kiralik 2+1 daire,85 M2,2+1,14,13.Kat,Kombi Doğalgaz,Boş,100 M2,5-10,100 TL,Evet,1,
10.500TL,samsun i̇lkadim kadi̇fekale mahallesi̇nde tertemi̇z 2+1 ki̇ralik dai̇re,120 M2,2+1,4,Düz Giriş (Zemin),Kombi Doğalgaz,Boş,130 M2,21 Ve Üzeri,,Hayır,,
6.250TL,körfez de havuzlu si̇te i̇çeri̇si̇nde ki̇ralik 2+1 dai̇re,75 M2,2+1,5,2.Kat,Kombi Doğalgaz,Boş,85 M2,0 (Yeni),,Evet,,
12.500TL,gülhan gayri̇menkul'den körfezde ki̇ralik 1+1 dai̇re,55 M2,1+1,5,4.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Hayır,,
13.000TLarrow_downward%13,atakum sahi̇lde eşyali ki̇ralik 3+1,100 M2,3+1,4,1.Kat,Kombi Doğalgaz,Eşyalı,120 M2,16-20,,Hayır,,
13.500TL,a.y.s. gayri̇menkul ' dan ki̇ralik dai̇re,125 M2,3+1,5,3.Kat,Kombi Doğalgaz,Boş,130 M2,0 (Yeni),,Hayır,,
8.750TL,atakum i̇sti̇klal mh de kiralik 2+1,110 M2,2+1,6,Bahçe Katı,Kombi Doğalgaz,Boş,125 M2,0 (Yeni),100 TL,Hayır,2,
13.000TL,atakum'da ki̇ralik cambalkonlu deni̇z manzarali lüks 3+1 dai̇re,145 M2,3+1,6,6.Kat,Kombi Doğalgaz,Boş,170 M2,0 (Yeni),,Hayır,,
15.000TL,dr. murat emir'den samsun atakum'da denize yakın eşyalı kiralık 2+1 daire,85 M2,2+1,3,Çatı Katı,Kombi Doğalgaz,Eşyalı,150 M2,5-10,100 TL,Hayır,,
25.000TL,samsun atakum da ki̇ralik lüks dai̇re,140 M2,3+1,4,1.Kat,Kombi Doğalgaz,Boş,150 M2,0 (Yeni),150 TL,Hayır,2,
10.000TL,samsun atakum'da sifir lüx yapili ara kat 2+1 ki̇ralik dai̇re,90 M2,2+1,9,8.Kat,Kombi Doğalgaz,Boş,100 M2,0 (Yeni),,Hayır,,
20.000TL,samsun atakum'da sifir lüx full yapili ara kat 4+1 ki̇ralik dai̇re,130 M2,4+1,9,3.Kat,Kombi Doğalgaz,Boş,150 M2,0 (Yeni),,Hayır,2,
15.000TLarrow_downward%12,💥yayla gayrimenkulden tramvaya cephe kiralik 3+1 firsat daire,115 M2,3+1,6,1.Kat,Kombi Doğalgaz,Boş,135 M2,0 (Yeni),,Hayır,2,
20.000TLarrow_downward%9,a.y.s. gayri̇menkul ' dan eşyali ki̇ralik dai̇re,110 M2,3+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,115 M2,16-20,,Hayır,,
18.000TL,samsun i̇lkadim kadi̇fekale mahallesi̇nde aboneli̇kleri̇ açik 3+1 eşyali ki̇ralik dai̇re,125 M2,3+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,140 M2,16-20,,Hayır,,
10.000TL,sahibinden 2+1 90 m² doğalgazlı bahçe katı kiralık daire,90 M2,2+1,4,Bahçe Katı,Kombi Doğalgaz,,91 M2,16-20,,Hayır,,
8.250TL,gülhan gayri̇menkul'den merkez'de ki̇ralik 2+1 dai̇re,120 M2,2+1,6,Yüksek Giriş,Kombi Doğalgaz,Boş,140 M2,21 Ve Üzeri,,Hayır,,
6.000TL,a.y.s. gayri̇menkul ' dan eşyali ki̇ralik dai̇re,115 M2,2+1,5,5.Kat,Kombi Doğalgaz,Eşyalı,120 M2,21 Ve Üzeri,,Hayır,,
12.000TL,armenkul ' den merkezi lokasyonda lüx eşyalı 1+1 firsat ki̇ralik dai̇re,55 M2,1+1,5,3.Kat,Klimalı,Eşyalı,70 M2,5-10,200 TL,Hayır,,
8.000TL,armenkul 'den merkezi lokasyonda lüx eşyalı 1+1 firsat ki̇ralik dai̇re,60 M2,1+1,5,4.Kat,Klimalı,Eşyalı,75 M2,5-10,200 TL,Hayır,,
9.000TL,atakum ömürevleri̇ nde öğrenci̇ye özel ki̇ralik 3 ki̇şi̇li̇k pansi̇yon odalari 4250 tl,130 M2,3+1,5,1.Kat,Kombi Doğalgaz,Eşyalı,150 M2,16-20,0 TL,Hayır,,35 M2
